,Text,Speaker,Party
2747,,,
2748,...I'm going to go to Washington to stop it...,Christie,Republican
2749,,,
2750,,,
2751,"Well, I would really appreciate that. First of all, yes, we've stolen. Yes, we've lied to the American people about Social Security, and Medicare. But, you know what we're not telling them? It's their money. This isn't the governments money. This is not entitlement, it's not welfare. This is money that people have confiscated out of their paychecks. Everytime they got a paycheck, the government reached in and took something out of it before they ever saw it. Now, we're going to blame the people. Today congress decided to take another $150 billion dollars away from Social Security so they can borrow more money. That makes no sense to everybody. And, they're always going to say, ""Well, we're going to fix this one day."" No their not. It's like a 400 pound man saying, ""I'm going to go on a diet, but I'm eating a sack of Krispy Kremes before I do."" And, people are sick of believing that the government is never going to really address this. But, let me tell you who not to blame. Let's quit blaming the people on Social Security. Let's quit making it a problem for them. It's like them getting mugged, and then us saying, well, we're going to mug you some more. You ought to just be able to get over it, get used to it...",Huckabee,Republican
2752,,,
2753,"...No, sir...",Huckabee,Republican
2754,,,
2755,...we need to honor our promises...,Huckabee,Republican
2756,,,
2757,,,
2758,"...before I go. This is the only time I've had a chance, let me finish.",Huckabee,Republican
2759,,,
2760,"...This is a matter not of math, this is a matter of morality. If this country that does not keep its promise to seniors then what promise can this country hope to be trusted to keep? And, the fact is, none of them.",Huckabee,Republican
2761,,,
2762,,,
2763,,,
2764,"And, the only way -- no...",Huckabee,Republican
2765,,,
2766,"...The only way we're going to be morale, the only way we're going to keep our promise to seniors is start by following the first rule we should all follow, which is to look at them, treat them like adults, and tell them the truth. It isn't there anymore, Mike. They stole it. It got stolen from them. It's not theirs anymore. The government stole it, and spent it a long time ago...",Christie,Republican
2767,...Chris...,Huckabee,Republican
2768,"So, let's stop fooling around about this, let's tell people the truth. For once, let's do that, and stop trying to give them some kind of fantasy that's never going to come true.",Christie,Republican
2769,,,
2770,...Chris...,Huckabee,Republican
2771,,,
2772,...Then I'll buy you a tequila...,Cruz,Republican
2773,,,
2774,"...Or, even some famous Colorado brownies.",Cruz,Republican
2775,,,
2776,,,
2777,,,
2778,"Since he brought me up, do I not get to respond?",Huckabee,Republican
2779,,,
2780,"Well, sure. This deal in Washington is an example of why Washington's broken. Republican leadership joined with every single Democrat, add $80 trillion to our debt to do nothing to fix the problems. And, let me now on Social Security because we were getting into a good substantive exchange, and I want to say I think both Chris, and Mike are right. Governor Huckabee's exactly right, we need to honor the promises made to our seniors, but for younger workers -- look. I'm 44 years old. It is hard to find someone in my generation that thinks Social Security will be there for us. We can save and preserve and strengthen Social Security by making no changes for seniors, but for younger workers gradually increasing the retirement age, changing the rate of growth so that it matches inflation, and critically allowing younger workers to keep a portion of our tax payments in a personal account that we own, we control them, we can pass on to our kids.",Cruz,Republican
2781,,,
2782,"John, listen, let's keep in mind that for one-third of the 60 million Americans on Social Security it represents 90 percent of their income. And, when I hear people talking about means testing, let's just remember what that means. If we means test Social Security, it means that the government decides whether or not I deserve it. If a person lives in a seven room house, does the government get to say you don't need seven rooms, we're going to take two of them away? Folks, the government has no business stealing even more from the people who have paid this in. I just want to remind you, people paid their money. They expect to have it. And, if this government doesn't pay it, than tell me what's different between the government and Bernie Madolf, who sits in prison today for doing less than what the government has done to the people on social security and Medicare in this country.",Huckabee,Republican
2783,,,
2784,,,
2785,,,
2786,,,
2787,,,
2788,"Well, first of all, like many other very big businessmen, I could name them here, but I'm not going to do that for a lot of obvious reasons, but the biggest, and almost all of them, they've all used the chapter laws, the bankruptcy laws to their own benefit. Before this, I was a very successful person as a developer and as a businessman. Atlantic City has gone bad. I mean, Chris will know about that. I'm not blaming Chris, by the way, but he will know about that. Caesar's -- excuse me -- Caesar's, the Rolls-Royce, as you know, is in bankruptcy. Almost every hotel in Atlantic City has either been in bankruptcy or will be in bankruptcy -- the biggest. But also the biggest people -- now I've used that to my advantage as a business man, for my family, for myself. I never filed for bankruptcy. But many, many people did. What happened with Atlantic City is very, very disgraceful. Now hundreds of companies I've opened. I've used it three times, maybe four times. Came out great. But I guess I'm supposed to come out great. That is what I could do for the country. We owe $19 trillion, boy am I good at solving debt problems. Nobody can solve it like me. But I will tell you this, Atlantic City, you're using that, hundreds of companies that I have opened have thrived. I built a net worth of way over $10 billion, and I have done it four times out of hundreds. And I'm glad I did it. I used the laws of the country to my benefit, I'm sorry.",Trump,Republican
2789,,,
2790,Thank you.,Trump,Republican
2791,,,
2792,"Well, there is no question that some people go overboard when it comes to trying to make profits, and they don't take into consideration the American people. What we have to start thinking about, as leaders, particularly in government, is what can we do for the average American? And you think about the reasons that we're having such difficulty right now with our job market. Well, the average small manufacturer, whatever they're manufacturing, drugs or anything, if they have less than 50 employees, the average cost in terms of regulations is $34,000 per employee. Makes it a whole lot easier for them to want to go somewhere else. So what we're going to have to start doing instead of, you know, picking on this group or this group, is we're going to have to have a major reduction in the regulatory influence that is going on. The government is not supposed to be in every part of our lives, and that is what is causing the problem.",Carson,Republican
2793,,,
2794,"You bet they do. And if I were the prosecutor, that is exactly where they would be. The fact is that this Justice Department under this president has been a political Justice Department. It has been a Justice Department that decided that they want to pick who the winners and losers are. They like General Motors, so they give them a pass. They don't like somebody else like David Petraeus, they prosecute them and send a decorated general on to disgrace. It's a political Justice Department. And, Jim, you know full well that in the seven years I was U.S. attorney we went after pharmaceutical companies. We went after companies that were ripping off shareholders. We went after companies that were doing things that were against the law. And to expand on Mr. Carson's -- or Dr. Carson's question, let's face it, we have laws already. We don't need newer laws. We don't need Hillary Clinton's price controls for -- again, does anybody out there think that giving Washington, D.C., the opportunity to run the pharmaceutical industry is a good idea, given how well they have done running the government? So what we do, though, is, if there is somebody who is price- gouging, we have laws for prosecutors to take that on. Let's let a Justice Department -- and I will make an attorney general who will enforce the law and make justice more than just a word. It will be a way of life.",Christie,Republican
2795,,,
2796,,,
2797,"Well, the deal was done. Barack Obama got his massive tax increase, and there was no spending cuts. You just see the recent deal announced today or yesterday, more spending, more tax increasing, more regulation. And now we have to accept 2 percent, the new normal for economic growth. And the net result is the middle class has $2,300 less in their pockets than the day that Barack Obama got elected president. And now they see Hillary Clinton proposing a third term of economic policy for our country. We need to reverse that. And my record was one of cutting taxes each and every year. You don't have to guess about it, because I actually have a record. $19 billion of tax cuts, 1.3 million jobs created. We were one of two states to go to AAA bond rating, and our government spending was far less than the spending in people's income.",Bush,Republican
2798,,,
2799,You find me...,Bush,Republican
2800,,,
2801,"You find me a Democrat -- you find me a Democrat that will cut spending ten dollars? Heck, find me a Republican in Congress that would cut spending ten dollars. I'll talk to them.",Bush,Republican
2802,,,
2803,"Look, the -- the deal is already done. The biggest tax increase happened under the watch of Barack Obama, and spending's gone up. You find a Democrat that's for cutting taxes -- cutting spending ten dollars, I'll give them a warm kiss.",Bush,Republican
2804,,,
2805,,,
2806,,,
2807,"You know, I want to go back for a moment to what we were just talking about. Crony capitalism is alive and well, and has been so in Washington, D.C. for decades. What's crony capitalism? Crony capitalism is what happens when government gets so big and so powerful that only the big and the powerful can handle it. So why are the pharmaceutical companies consolidating? Why are there five even bigger Wall Street banks now, instead of the ten we used to have on Wall Street? Because when government gets big and powerful, the big feel like they need to get even bigger to deal with all that power, and meanwhile, the small and the powerless -- in this case, 1,590 community banks -- go out of business. You see, folks, this is how socialism starts. Government causes a problem, and then government steps in to solve the problem. This is why, fundamentally, we have to take our government back. The student loan problem has been created by government. Government trying to level the playing field between Internet and brick-and-mortar creates a problem. The FCC jumping in now and saying, ""we're going to put 400 pages of regulation over the Internet,"" is going to create massive problems. But guess who pushed for that regulation? The big Internet companies. This is what's going on. Big and powerful use big and powerful government to their advantage. It's why you see Walgreens buying Rite Aid. It's why you see the pharmaceuticals getting together. It's you see the health insurance companies getting together. It's why you see the banks consolidating. And meanwhile, small businesses are getting crushed. Community- based businesses and farms are getting crushed. Community banks are going out of business. Big government favors the big, the powerful, the wealthy and the well-connected, and crushes the small and the powerless.",Fiorina,Republican
2808,,,
2809,It is why we have to simplify. It is why we have to reduce the size and power of government.,Fiorina,Republican
2810,,,
2811,It's the only way to level the playing field between big and powerful and small and powerless.,Fiorina,Republican
2812,,,
2813,,,
2814,,,
2815,"Well, you just -- you just listed a litany of discredited attacks from Democrats and my political opponents, and I'm not gonna waste 60 seconds detailing them all. But I'm going to tell you the truth. Here's the truth. I didn't inherit any money. My dad was a bartender, my mother was a maid. They worked hard to provide us the chance at a better life. They didn't save enough money for us to go to school. I had to work my way through school. I had to borrow money to go to school. I tried , early in my marriage, explaining to my wife why someone named Sallie Mae was taking $1,000 out of our bank account every month.",Rubio,Republican
2816,,,
2817,"I know what it's like to owe that money, and we've worked hard. We've worked hard our whole life to provide a better family -- a better life for our family. We own a home four blocks away from the place that I grew up in. My four children have been able to receive a good Christian education, and I've been able to save for them to go to college so they never have to have the loans that I did. But I'm not worried about my finances, I'm worried about the finances of everyday Americans who today are struggling in an economy that is not producing good paying jobs while everything else costs more. And that's what this economy needs to -- that's what this debate needs to be about. This debate needs to be about the men and women across this country that are struggling on a daily basis to provide for their families the better future that we've always said this country is all about.",Rubio,Republican
2818,,,
2819,"And I used it to pay off my loans. And it's available on paperback, if you're interested in buying my book.",Rubio,Republican
2820,,,
2821,,,
2822,"Yeah, again, as I said, we're raising a family in the 21st century and it's one of the reasons why my tax plan is a pro- family tax plan. It increases the per child tax credit, because I didn't read about this in a book. I know for a fact how difficult it is to raise children, how expensive it's become for working families. And I make a lot more than the average American. Imagine how hard it is for these people out there that are making 40, 50, $60,000 a year, and they're trying to provide for their families at a time when this economy is not growing. We can't afford another four years of that. Which is what we're gonna get if we elect a big government liberal like Hillary Clinton to the White House. Thank you, senator.",Rubio,Republican
2823,,,
2824,"Well, first of all, when we talk about the Import Export Bank, it's time to clean up corporate welfare. If we're gonna reform welfare for poor people, we ought to reform it for rich people, as well. Secondly, in our state, we went from a loss of 350,000 jobs to, now, a gain of 347,000 jobs to the positive. Our wages are growing faster than the national average, and I've cut taxes more than any sitting governor in this state -- $5 billion, including no taxes on small business and killing the death tax. I want to go back to what we were talking about earlier, this budget deal in Washington. This is the same old stuff since I left. You spend the money today and then you hope you're going to save money tomorrow. I don't know if people understand, but I spent a lifetime with my colleagues getting us to a federal balanced budget. We actually did it. And I have a road map and a plan right now to get us to balance. Reforming entitlements, cutting taxes. You see, because if you really want to get to a balanced budget, you need to reduce your expenses and you need to grow your economy. So what I will tell you about our incentives -- our incentives are tight, and at the end of the day we make sure that we gain more from the creation of jobs than what we lose. And you know what? Ohio, one of the best growing places in the country -- I not only did it in Washington, I did it in Ohio, and I'll go back to Washington, and there will be no more silly deals...",Kasich,Republican
2825,,,
2826,... If I become President because we'll have a Constitutional Amendment to require a federally balanced budget so they will do their job.,Kasich,Republican
2827,,,
2828,,,
2829,"Well, we've gotta turn the economy around for people who are struggling. The Democrats' answer to everything is more government control over wages, and more empowering trial lawyers to file lawsuits. You know, you look at women working. I'll tell you, in my family there are a lot of single moms in my family. My sister was a single mom, both of my aunts who were a single moms. My mom who's here today, was a single mom when my father left us when I was 3 years old. Now, thank God, my father was invited to a Bible study and became born again and he came back to my mom and me and we were raised together. But I -- the struggle of single moms is extraordinary. And you know, when you see Hillary Clinton and Bernie Sanders and all the Democrats talking about wanting to address the plight of working women, not a one of them mentioned the fact that under Barack Obama, 3.7 million women have entered poverty. Not a one of them mentioned the fact that under Barack Obama and the big government economy, the median wage for women has dropped $733. The the truth of the matter is, big government benefits the wealthy, it benefits the lobbyists, it benefits the giant corporations. And the people who are getting hammered are small businesses, it's single moms, it's Hispanics. That is who I'm fighting for. The people that Washington leaves behind.",Cruz,Republican
2830,,,
2831,"Becky, it is the height of hypocrisy for Mrs. Clinton to talk about being the first woman President, when every single policy she espouses, and every single policy of President Obama has been demonstrably bad for women. 92 percent -- 92 percent of the jobs lost during Barack Obama's first term belonged to women. Senator Cruz is precisely right. Three million women have fallen into poverty under this administration. The number of women --",Fiorina,Republican
2832,,,
2833,"-- living in extreme poverty is the highest level on record. I am a conservative because I know our values, our principles and our policies --",Fiorina,Republican
2834,,,
2835,#NAME?,Fiorina,Republican
2836,,,
2837,,,
2838,,,
2839,"Well, obviously, you don't understand my views on homosexuality. I believe that our Constitution protects everybody, regardless of their sexual orientation or any other aspect. I also believe that marriage is between one man and one woman. And there is no reason that you can't be perfectly fair to the gay community. They shouldn't automatically assume that because you believe that marriage is between one man and one woman that you are a homophobe. And this is one of the myths that the left perpetrates on our society, and this is how they frighten people and get people to shut up. You know, that's what the PC culture is all about, and it's destroying this nation. The fact of the matter is we the American people are not each other's enemies, it's those people who are trying to divide us who are the enemies. And we need to make that very clear to everybody.",Carson,Republican
2840,,,
2841,,,
2842,"Well, that's easy to answer. I didn't have an involvement with them. That is total propaganda, and this is what happens in our society. Total propaganda. I did a couple of speeches for them, I do speeches for other people. They were paid speeches. It is absolutely absurd to say that I had any kind of a relationship with them. Do I take the product? Yes. I think it's a good product.",Carson,Republican
2843,,,
2844,"If somebody put me on their homepage, they did it without my permission.",Carson,Republican
2845,,,
2846,"No, it speaks to the fact that I don't know those --",Carson,Republican
2847,,,
2848,See? They know.,Carson,Republican
2849,,,
2850,,,
2851,,,
2852,,,
2853,"Well, first of all, if a company gets caught doing that, they should never be able to use the program again. If you get caught abusing this program, you should never be able to use it again. The second thing I said is we need to add reforms, not just increase the numbers, but add reforms. For example, before you hire anyone from abroad, you should have to advertise that job for 180 days. You also have to prove that you're going to pay these people more than you would pay someone else, so that you're not undercutting it by bringing in cheap labor. But here's the best solution of all. We need to get back to training people in this country to do the jobs of the 21st century. Why, for the life of me, I do not understand why did we stop doing vocational education in America, people that can work with their hands; people you can train to do this work while they're still in high school so they can graduate ready to go work. But the best way to close this gap is to modernize higher education so Americans have the skills for those jobs. But in the interim, in the absence of that, what's happening is some of these tech companies are taking those -- those centers to Canada because they can get people to go over there instead of here. But the ideal scenario is to train Americans to do the work so we don't have to rely on people from abroad.",Rubio,Republican
2854,,,
2855,,,
2856,"Well, I believe that there are abuses, those companies should be permanently barred from ever using the program again and we should put strict standards in place to ensure that they're not being abused, like the prevailing wage requirement and like the advertising requirement.",Rubio,Republican
2857,,,
2858,,,
2859,"I was not at all critical of him. I was not at all. In fact, frankly, he's complaining about the fact that we're losing some of the most talented people. They go to Harvard. They go to Yale. They go to Princeton. They come from another country and they're immediately sent out. I am all in favor of keeping these talented people here so they can go to work in Silicon Valley.",Trump,Republican
2860,,,
2861,,,
2862,So I have nothing at all critical of him.,Trump,Republican
2863,,,
2864,,,
2865,"Probably, I don't know -- you people write the stuff. I don't know where you...",Trump,Republican
2866,,,
2867,,,
2868,"And if I could say just one thing. I am the only person in either campaign that's self-funding. I'm putting up 100 percent of my own money. And right now, I will be putting up a tremendous -- so far, I've put up less than anybody and I have the best results. Wouldn't that be nice if the country could do that? But I will be putting -- I will be putting up, you know, tremendous amounts of money. SuperPacs are a disaster. They're a scam. They cause dishonesty. And you better get rid of them because they are causing a lot of bad decisions to be made by some very good people. And I'm not blaming these folks -- well, I guess I could.",Trump,Republican
2869,,,
2870,"Very good people are making very bad decisions right now. And if anything comes out of this whole thing with some of these nasty and ridiculous questions, I will tell you, you better get rid of the SuperPacs because they causing a big problem with this country, not only in dishonesty and what's going on, but also in a lot of bad decisions that have been made for the benefit of lobbyists and special interests.",Trump,Republican
2871,,,
2872,I never said that. I never said that.,Trump,Republican
2873,,,
2874,"You've got another gentleman in Florida, who happens to be a very nice guy, but not...",Trump,Republican
2875,,,
2876,,,
2877,... he's really doing some bad...,Trump,Republican
2878,,,
2879,"Since I've been mentioned, can I respond?",Rubio,Republican
2880,,,
2881,,,
2882,OK. I know the Democrats have the ultimate SuperPac. It's called the mainstream media who every single day...,Rubio,Republican
2883,,,
2884,"... and I'll tell you why. Last week, Hillary Clinton went before a committee. She admitted she had sent e-mails to her family saying, ""Hey, this attack at Benghazi was caused by Al Qaida-like elements."" She spent over a week telling the families of those victims and the American people that it was because of a video. And yet the mainstream media is going around saying it was the greatest week in Hillary Clinton's campaign. It was the week she got exposed as a liar. It was the week that she got exposed as a liar...",Rubio,Republican
2885,,,
2886,"But she has her super PAC helping her out, the American mainstream media.",Rubio,Republican
2887,,,
2888,,,
2889,"Well, Rick, it's a very important question. I have got deep concerns about the Fed. The first thing I think we need to do is audit the Fed. And I am an original co-sponsor of Rand Paul's audit the Fed legislation. The second thing we need to do is I think we need to bring together a bipartisan commission to look at getting back to rules- based monetary policy, end this star chamber that has been engaging in this incredible experiment of quantitative easing, QE1, QE2, QE3, QE- infinity. And the people who are being impacted, you know, a question that was asked earlier, Becky asked, was about working women. You know, it's interesting, you look at on Wall Street, the Fed is doing great. It's driving up stock prices. Wall Street is doing great. You know, today, the top 1 percent earn a higher share of our income than any year since 1928. But if you look at working men and women. If you look at a single mom buying groceries, she sees hamburger prices have gone up nearly 40 percent. She sees her cost of electricity going up. She sees her health insurance going up. And loose money is one of the major problems. We need sound money. And I think the Fed should get out of the business of trying to juice our economy and simply be focused on sound money and monetary stability, ideally tied to gold.",Cruz,Republican
2890,,,
2891,"Well, thank you very much. I would like to thank Ted for co-sponsoring my bill, audit the Fed. And I think it's precisely because of the arrogance of someone like Ben Bernanke, who now calls us all know-nothings, that is precisely why we need audit the Fed. I think it is really very much a huge problem that an organization as powerful as the Fed comes in, lobbies against them being audited on the Hill. I would prevent them lobbying Congress. I don't think the Fed should be involved with lobbying us. I think we should examine how the Fed has really been part of the problem. You want to study income inequality, let's bring the Fed forward and talk about Fed policy and how it causes income inequality. Let's also bring the Fed forward and have them explain how they caused the housing boom and the crisis, and what they've done to make us better or worse. I think the Fed has been a great problem in our society. What you need to do is free up interest rates. Interest rates are the price of money, and we shouldn't have price controls on the price of money.",Paul,Republican
2892,,,
2893,,,
2894,,,
2895,"Well, first of all, I was wrong about taking the oil subsidy. I have studied that issue in great detail. And what I have concluded is that the best policy is to get rid of all government subsidies, and get the government out of our lives, and let people rise and fall based on how good they are. And -- you know, all of this too big to fail stuff and picking and choosing winners and losers -- this is a bunch of crap, and it is really causing a great deal of -- great deal of problems for our society right now. And -- and -- you know, it goes back to the whole concept of regulations, which are in everything. The reason that I -- I hate them so much is because every single regulation costs in terms of goods and services. That cost gets passed on to the people. Now, who are the people who are hurt by that? It's poor people and middle class. Doesn't hurt rich people if their bar of soap goes up ten cents, but it hurts the poor and the middle class. And Bernie Sanders will tell them that it's because of the rich. Well, I'll tell you something: you can take everything from the top 1 percent, and you apply it to our fiscal gap, and you won't even make a dent in it.",Carson,Republican
2896,,,
2897,,,
2898,"I don't think it's so much about when the government orders a corporation to do something. In fact, that's part of the problem. If you saw that blimp that got cut loose from Maryland today, it's a perfect example of government. I mean, what we had was something the government made -- basically a bag of gas -- that cut loose, destroyed everything in its path, left thousands of people powerless, but they couldn't get rid of it because we had too much money invested in it, so we had to keep it. That is our government today. We saw it in the blimp.",Huckabee,Republican
2899,,,
2900,"That's exactly what we saw. So look, corporations ought to exercise some responsibility. When CEO income has risen 90 percent above the average worker, when the bottom 90 percent of this country's economy has had stagnant wages for the past 40 years, somebody is taking it in the teeth. And it's not the folks on Wall Street. I'm not anti-Wall Street, but I don't believe the government ought to wear a team jersey, pick winners and losers.",Huckabee,Republican
2901,,,
2902,The government ought to wear a striped shirt and just make sure the game...,Huckabee,Republican
2903,,,
2904,...is paid -- played fairly.,Huckabee,Republican
2905,,,
2906,"Now, everybody else has fudged their time and gone over, so please, don't cut me off too quick, Becky.",Huckabee,Republican
2907,,,
2908,Let me just close it out this way.,Huckabee,Republican
2909,,,
2910,"We need to be focusing on what fixes this country. And I'll tell you one thing that we never talk about -- we haven't talked about it tonight. Why aren't we talking about -- instead of cutting benefits for old people, cutting benefits for sick people -- why don't we say, ""let's cure the four big cost-driving diseases...",Huckabee,Republican
2911,,,
2912,"...""diabetes, heart disease, cancer and Alzheimer's?""",Huckabee,Republican
2913,,,
2914,"If you do that, you don't just change the economy, you transform the lives of millions of hurting Americans.",Huckabee,Republican
2915,,,
2916,"Gosh, I'd love for us to talk about something like that. Thank you.",Huckabee,Republican
2917,,,
2918,,,
2919,"Look, the -- the simple fact is that my plan actually gives the middle class the greatest break: $2,000 per family. And if you make $40,000 a year, a family of four, you don't pay any income tax at all. Simplifying the code and lowering rates, both for corporations and -- and personal rates, is exactly what we need to do. You think about the regulatory cost and the tax cost -- that's why small businesses are closing, rather than being formed in our country right now. The big corporations have the scale to deal with all of this. And what I think all of us are saying is, our monetary policy, our tax policy, regulatory policy needs to be radically changed so we can create high sustained growth for income to rise. The government has tried it their way. Under -- under Barack Obama and the proposals of Hillary Clinton and Bernie Sanders and others, they've tried it their way, and it has failed miserably. We need to take a new approach of taxing -- reforming how we tax, and reforming the regulations in our -- in our country before it's too late.",Bush,Republican
2920,,,
2921,"No, that's -- you're wrong. In fact, the largest after- tax gains is for the people at the lower end of the tax spectrum under my plan. And there's a bunch of things my tax plan does to help them. Number one, you have people in this country that...",Rubio,Republican
2922,,,
2923,,,
2924,"...you wrote a story on it, and you had to go back and correct it.",Rubio,Republican
2925,,,
2926,"You did. No, you did.",Rubio,Republican
2927,,,
2928,,,
2929,,,
2930,"Well, you're talking about -- yeah.",Rubio,Republican
2931,,,
2932,"Yeah, but that -- because the math is, if you -- 5 percent of a million is a lot more than 5 percent of a thousand. So yeah, someone who makes more money...",Rubio,Republican
2933,,,
2934,"...numerically, it's gonna be higher. But the greatest gains, percentage-wise, for people, are gonna be at the lower end of our plan, and here's why: because in addition to a general personal exemption, we are increasing the per-child tax credit for working families. We are lowering taxes on small business. You know, a lot of business activity in America is conducted like the guy that does my dry cleaning. He's an S corporation. He pays on his personal rate, and he is paying higher than the big dry-cleaning chain down the street, because he's paying at his personal rate. Under my plan, no business, big or small, will pay more than 25 percent flat rate on their business income. That is a dramatic tax decrease for hard-working people who run their own businesses.",Rubio,Republican
2935,,,
2936,"...The other thing I'd like to make about our plan, one more point, it is the most pro growth tax plan that I can imagine because it doesn't tax investments at all. You know why? Because the more you tax something, the less of it you get. I want to be in -- I want America to be the best...",Rubio,Republican
2937,...John...,Paul,Republican
2938,...in the world for people...,Rubio,Republican
2939,,,
2940,"John, I'd like to address this? John, could I follow up on this?",Paul,Republican
2941,,,
2942,What are the rules on who gets to follow up. How do we decide on who gets to follow up? I've seen plenty of other people follow up?,Paul,Republican
2943,,,
2944,,,
2945,,,
2946,,,
2947,"I'd like to just mention something about my tax plan, and how it relates to the discussion...",Paul,Republican
2948,,,
2949,"Alright. Much of the discussion is centered over whether or not the different tax plans help, or affect the middle class. In fact, it's the chief argument by democrats against many of the different flat tax proposals. Mine is unique in the sense that my tax plan actually gets rid of the payroll tax as well. It shifts it to the business, and it would allow middle class people to get a tax cut. If you just cut their income tax, there isn't much income tax to cut. Mine actually cuts the payroll tax, and I think it would spread the tax cut across all socioeconomic levels, and would allow then it to be something that would be broadly supported by the public in an election.",Paul,Republican
2950,,,
2951,Let me say on that...,Cruz,Republican
2952,,,
2953,"...Rand is exactly right. His plan is a good plan, and I will note that my 10% plan also eliminates the payroll tax, eliminates the death tax,",Cruz,Republican
2954,,,
2955,...eliminates the business...,Cruz,Republican
2956,,,
2957,...income tax...,Cruz,Republican
2958,,,
2959,...10% flat rate...,Cruz,Republican
2960,,,
2961,"...is the lowest personal rate any candidate up here has, and what it would also enable us to do is for every citizen to fill out their taxes on a postcard so we can eliminate the IRS.",Cruz,Republican
2962,,,
2963,,,
2964,"Well, first of all, we're running a $2 billion dollar surplus, we're not having a revenue problem right now. And, sending mixed signals to kids about drugs is a disaster. Drugs is one of the greatest scourge in this country, and I spent five years of my administration working with my team to do a whole sort of things to try to reign in the problem of overdoses, and it goes on and on. We could do a whole show on that. I want to go back for a second thought on this issue of income inequality. My program would move the 104 programs of the federal Department of Education into four block grants, and send them back to the states because income inequality is driven by a lack of skills when kids don't get what they need to be able to compete and win in this country. The fact is, in order to get this economy moving again, I call for freezing regulations for a year except for the problem of public safety. I believe that we need to cut these taxes down, we need to be on a roadmap to balancing the budget, and we need to send power, money, and influence, the welfare department, the education department, job training, infrastructure, Medicaid, all of that out of Washington back to the states so we can run these programs from where we live to the top, not a one size fits all mentality that they have in Washington. And, that will get to the nub of opportunity for our children, and an ability to see wages rise. Again...",Kasich,Republican
2965,,,
2966,"...One more time, in Ohio, our wages are growing faster than the national average. We've cut taxes, balanced budgets, changed the regulatory environment. Folks, you want to --",Kasich,Republican
2967,,,
2968,#NAME?,Kasich,Republican
2969,,,
2970,,,
2971,,,
2972,,,
2973,"I'm in favor of people coming into this country legally. And you know what? They can have it anyway you want. You can call it visas, you can call it work permits, you can call it anything you want. I've created tens of thousands of jobs, and in all due respect -- and actually some of these folks I really like a lot -- but I'm the only one that can say that. I have created tens of thousands of jobs, and I'll be creating many millions of jobs if I'm given -- if I'm given the opportunity to be president. As far as Mark is concerned, as far as the visas are concerned, if we need people, they have -- it's fine. They have to come into this country legally. We have a country of borders. We have a country of laws. We have to obey the laws. It's fine if they come in, but they have to come in legally.",Trump,Republican
2974,,,
2975,I was mentioned in the question.,Rubio,Republican
2976,,,
2977,"Thank you. Well, I've learned the rules on this.",Rubio,Republican
2978,,,
2979,"Look, in addition to what Donald was saying is we also need to talk about the legal immigration system for permanent residents. Today, we have a legal immigration system for permanent residency that is largely based on whether or not you have a relative living here. And that's the way my parents came legally in 1956. But in 2015, we have a very different economy. Our legal immigration system from now on has to be merit-based. It has to be based on what skills you have, what you can contribute economically, and most important of all, on whether or not you're coming here to become an American, not just live in America, but be an American.",Rubio,Republican
2980,,,
2981,,,
2982,Yes.,Trump,Republican
2983,,,
2984,Or somebody else. Right.,Trump,Republican
2985,,,
2986,"Yes, I might feel more comfortable. I would say that I would and I have a permit, which is very unusual in New York -- a permit to carry. And I do carry on occasion, sometimes a lot. But I like to be unpredictable so that people don't know exactly...",Trump,Republican
2987,,,
2988,,,
2989,,,
2990,,,
2991,"By the way, unlike our country where we're totally predictable and the enemy, whether it's ISIS or anybody else, they know exactly what we're doing because we have the wrong leadership.",Trump,Republican
2992,,,
2993,"But I feel that the gun-free zones and, you know, when you say that, that's target practice for the sickos and for the mentally ill. That's target. They look around for gun-free zones. You know, we could give you another example -- the Marines, the Army, these wonderful six soldiers that were killed. Two of them were among the most highly decorated -- they weren't allowed on a military base to have guns. And somebody walked in and shot them, killed them. If they had guns, he wouldn't be around very long. I can tell you, there wouldn't have been much damage. So, I think gun-free zones are a catastrophe. They're a feeding frenzy for sick people.",Trump,Republican
2994,,,
2995,I would change them. I would change them.,Trump,Republican
2996,,,
2997,,,
2998,"You know, of the few questions I've got, the last one I need is to give him some more time. I love Donald Trump. He is a good man. I'm wearing a Trump tie tonight. Get over that one, OK?",Huckabee,Republican
2999,,,
3000,,,
3001,,,
3002,I don't know.,Huckabee,Republican
3003,,,
3004,,,
3005,I have no idea.,Huckabee,Republican
3006,,,
3007,"Such a nasty -- such a nasty question, but thank you, Governor.",Trump,Republican
3008,You're welcome.,Huckabee,Republican
3009,,,
3010,"Let me tell you, Donald Trump would be a president every day of the week and twice on Sunday, rather than Hillary. I've spent a lifetime in politics fighting the Clinton machine.",Huckabee,Republican
3011,,,
3012,"You want to talk about what we're going to be up against next year? I'm the only guy on this stage -- you know, everybody has an ""only guy"" -- ""I'm the only guy this; I'm the only guy that."" Well, let me tell you one thing that I am the only guy: The only guy that has consistently fought the Clinton machine every election I was ever in over the past 26 years. And not only did I fight them, but I beat them. Somebody says ""I'm a fighter."" Well, I want to know, did you win? Well, I did. And not only did I fight them and win, I lived to tell about it and I'm standing on this stage tonight as evidence of that. And I think that ought to be worth something.",Huckabee,Republican
3013,,,
