,Text,Speaker,Party
5648,You're never going to be president of the United States by insulting your way to the presidency.,Bush,Republican
5649,"Well, let's see. I'm at 42, and you're at 3. So, so far, I'm doing better.",Trump,Republican
5650,Doesn't matter. Doesn't matter.,Bush,Republican
5651,"So far, I'm doing better. You know, you started off over here, Jeb. You're moving over further and further. Pretty soon you're going to be off the",Trump,Republican
5652,(CROSSTALK),CANDIDATES,Republican
5653,This doesn't do a thing to solve the problems.. . It doesn't do a thing to solve the problems.,Fiorina,Republican
5654,(CROSSTALK),CANDIDATES,Republican
5655,"One at a time. Hugh, go ahead.",Blitzer,Republican
5656,"It sounds more and more what my daughter said that I said in the beginning, all the fighting and arguing is not advancing us.",Kasich,Republican
5657,It will not solve the problem.,Fiorina,Republican
5658,It is not the way we're going to strengthen our country. We will strengthen our country when we come together.,Kasich,Republican
5659,(APPLAUSE),AUDIENCE,Republican
5660,"And, look, you've got Rand Paul, you've got Ted Cruz, you've got Marco, you've got a lot of people on this stage that have studied these issues. You know what a leader does? A leader has a sound program, has a good policy, and then brings people together to solve problems.",Kasich,Republican
5661,(APPLAUSE),AUDIENCE,Republican
5662,"Guess what? Both in Congress in balancing the budget and in Ohio fixing the economy -- and, by the way, we talk about the fence. The first thing we better get going is strengthening our economy, because if we don't have a strong economy, we can't pay for all of this. And the world wants us to be able to function from strength, believe it or not. Get our economy going, get these people together in a room. We can fix this, ladies and gentlemen.",Kasich,Republican
5663,(CROSSTALK),CANDIDATES,Republican
5664,"We don't have to fight all the time. It can be done, and we will be great...",Kasich,Republican
5665,"Governor -- thank you, Governor.",Hewitt,Republican
5666,"... when we join together. Thank you, Hugh.",Kasich,Republican
5667,"Dr. Carson, commander-in-chief question again. You've been the head of neurosurgery for a big hospital. You're on a lot of boards of a lot of companies. You've traveled the world. You're going traveling again next week. But does that prepare you to command troops from Djibouti to Japan, troops from Afghanistan to Iraq to be in charge of the men and women watching on Armed Services Network tonight?",Hewitt,Republican
5668,"Well, you know, there's a false narrative that only the political class has the wisdom and the ability to be commander-in- chief. But if you go back and you study the design of our country, it was really designed for the citizen statesman. And we need to be talking about where does your experience come from? You know, and I've had a lot of experience building things, organizing things, you know, a national scholarship program. One of the things that you'll notice if you look through my life is that I don't do a lot of talking. I do a lot of doing. And really, it says more about a person than how much they talk. And then some people say you're weak because, you know, you're not loud and you're not boisterous and you're not rude. But the fact of the matter is, look and see what I've done. And that speaks volumes about strength.",Carson,Republican
5669,"Thank you, Dr. Carson. We've been talking tonight about programs and policy proposals that you all have to keep Americans safe and it's a big discussion on the campaign trail. Also about border security and immigration. So let's talk about immigration. Senator Rubio. You co-authored a bill with Democrats two years ago that allowed a path to citizenship for undocumented immigrants. Do you still support that path to citizenship, which means giving those immigrants rights, like the right to vote?",Bash,Republican
5670,"Yeah. Immigration is not an issue that I read about in the newspaper or watch a documentary on PBS or CNN. It's an issues I've lived around my whole life. My family are immigrants. My wife's family are immigrants. All of my neighbors are immigrants. I see every aspect of this problem. The good, the bad, and the ugly. And here's what we learned in 2013. The American people don't trust the Federal Government to enforce our immigration laws, and we will not be able to do anything on immigration until we first prove to the American people that illegal immigration is under control. And we can do that. We know what it takes to do that. It takes at least 20,000 more additional border agents. It takes completing those 700 miles of fencing. It takes a mandatory e-verify system and a mandatory entry/exit tracking system to prevent overstays. After we have done that, the second thing we have to do is reform and modernize the legal immigration system. And after we have done those two things, I think the American people are gonna be reasonable with what do you do with someone who has been in this country for 10 or 12 years who hasn't otherwise violated our laws -- because if they're a criminal they can't stay. They'll have to undergo a background check, pay a fine, start paying taxes. And ultimately, they'll given a work permit and that's all they're gonna be allowed to have for at least 10 years. But you can't get to that third step until you have done the other two things, and that was the lesson we learned in 2013. There is no trust that the Federal Government will enforce the law. They will not support you until you see it done first.",Rubio,Republican
5671,"Senator, you haven't answered the question. You described a very long path but does that path end at citizenship?",Bash,Republican
5672,"But I've answered that question repeatedly. I am personally open -- after all that has happened and after ten years in that probationary status where all they have is a permit, I personally am open to allowing people to apply for a green card. That may not be a majority position in my party, but that's down the road. You can't even begin that process until you prove to people -- not just pass a law that says you're gonna bring illegal immigration under control. You're gonna have to do it and prove to people that it's working. And that was the lesson of 2013. And it's more true today, than it was then. After a migratory crisis on the border with minors coming over that you're seeing start up again now, after all these executive orders the President has issued. More than ever we need to...",Rubio,Republican
5673,"Thank you, senator.",Bash,Republican
5674,... prove to people that illegal immigration is under control.,Rubio,Republican
5675,"Thank you, senator. Senator Cruz.",Bash,Republican
5676,(APPLAUSE),AUDIENCE,Republican
5677,"Senator Cruz, on the campaign trail, Senator Rubio has said that his immigration plan is not that different from yours. Is that true?",Bash,Republican
5678,"Well, he -- he has attempted to muddy the waters, but I think that anyone who watched the battle that we had. You know, there was a time for choosing as Reagan put it. Where there was a battle over amnesty and some chose, like Senator Rubio to stand with Barack Obama and Chuck Schumer and support a massive amnesty plan. Others chose to stand with Jeff Sessions and Steve King and the American people and secure the border. And let me mention, this issue is actually directly connected to what we've been talking about. Because the front line with ISIS isn't just in Iraq and Syria, it's in Kennedy Airport and the Rio Grande. Border security is national security. And, you know, one of the most troubling aspects of the Rubio-Schumer Gang of Eight Bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees without mandating any background checks whatsoever. Now we've seen what happened in San Bernardino. When you are letting people in, when the FBI can't vet them, it puts American citizens at risk. And I tell you, if I'm elected president, we will secure the border. We will triple the border patrol. We will build a wall that works and I'll get Donald Trump to pay for it.",Cruz,Republican
5679,(APPLAUSE),AUDIENCE,Republican
5680,"Senator Rubio, please.",Bash,Republican
5681,"Yeah, a couple points. In 2013 we had never faced a crisis like the Syrian refugee crisis now. Up until that point, a refugee meant someone fleeing oppression, fleeing Communism like it is in my community. As far as Ted's record, I'm always puzzled by his attack on this issue. Ted, you support legalizing people who are in this country illegally. Ted Cruz supported a 500-percent increase in the number of H-1 visas, the guest workers that are allowed into this country, and Ted supports doubling the number of green cards. So I think what's important for us to understand and there is a way forward on this issue that we an bring our country together on. And while I'm president I will do it. And it will begin by bringing illegal immigration under control and proving to the American people.",Rubio,Republican
5682,Senator Cruz?,Bash,Republican
5683,"Look, I understand Marco wants to raise confusion, it is not accurate what he just said that I supported legalization. Indeed, I led the fight against his legalization and amnesty. And you know, there was one commentator that put it this way that, for Marco to suggest our record's the same is like suggesting ""the fireman and the arsonist because they are both at the scene of the fire."" He was fighting to grant amnesty and not to secure the border, I was fighting to secure the border. And this also goes to trust, listening on to campaign trails. Candidates all the time make promises. You know, Marco said,"" he learned that the American people didn't trust the federal government.""",Cruz,Republican
5684,Senator Cruz?,Bash,Republican
5685,"No, no, give him time.",Rubio,Republican
5686,In Florida promising,Cruz,Republican
5687,(CROSSTALK),CANDIDATES,Republican
5688,"Ted, do you...",Rubio,Republican
5689,go in the fight against amnesty...,Cruz,Republican
5690,Did Ted Cruz fight to support legalizing people that are in this country illegally?,Rubio,Republican
5691,He campaigned promising to lead the fight against amnesty.,Cruz,Republican
5692,"Ladies and gentleman, this is why the American people are standing up.",Fiorina,Republican
5693,"Senator Cruz, can you answer that question please?",Bash,Republican
5694,Does Ted Cruz rule out ever legalizing people that are in this country now?,Rubio,Republican
5695,Senator Cruz?,Bash,Republican
5696,I have never supported a legalization...,Cruz,Republican
5697,Would you rule it out?,Rubio,Republican
5698,"I have never supported legalization, and I do not intend to support legalization. Let me tell you how you do this, what you do is you enforce the",Cruz,Republican
5699,(CROSSTALK),CANDIDATES,Republican
5700,This is why the nation is fed up...,Fiorina,Republican
5701,One at a time please.,Bash,Republican
5702,Watt you do is enforcement the law...,Cruz,Republican
5703,We have been talking about this...,Fiorina,Republican
5704,"Ms. Fiorina, please wait your turn, we're going to get to you.",Bash,Republican
5705,"Sorry, but you haven't gotten to me. This is why...",Fiorina,Republican
5706,What you do...,Cruz,Republican
5707,Senator Cruz go ahead.,Bash,Republican
5708,the people are fed up with the political class.,Fiorina,Republican
5709,"What you do is you enforce the law. I've laid out a very, very detailed immigration plan on my website, tedcruz.org. It's 11 pages of existing federal law and in particular the question of what to do with people who are here now? You enforce the law. That means you stop the Obama administration's policy of releasing criminal illegal aliens. Do you know how many aliens Bill Clinton deported? 12 million. Do you know how many illegal aliens, George W. Bush deported? 10 million. We can enforce the laws and if we secure the border, that solves the problem. And as president I will solve this problem and secure the border.",Cruz,Republican
5710,"Mr. Trump, you like to say that you restarted this conversation in the campaign.",Bash,Republican
5711,I believe I did.,Trump,Republican
5712,"So who do you side with? Who do you side with in this, Senator Rubio or Senator Cruz?",Bash,Republican
5713,"I have a very hardline position, we have a country or we don't have a country. People that have come into our country illegally, they have to go. They have to come back into through a legal process. I want a strong border. I do want a wall. Walls do work, you just have to speak to the folks in Israel. Walls work if they're properly constructed. I know how to build, believe me, I know how to build. I feel a very, very strong bind, and really I'm bound to this country, we either have a border or we don't. People can come into the country, we welcome people to come but they have to come in legally.",Trump,Republican
5714,Thank you. Governor Bush?,Bash,Republican
5715,Yes.,Bush,Republican
5716,"Listening to this, do you think this is the tone -- this immigration debate that republicans need to take to win back Hispanics into our party especially states like where we are in Nevada that has a pretty Hispanic community?",Bash,Republican
5717,"No it isn't but it is an important subject to talk about for sure. And I think people have good ideas on this. Clearly, we need to secure the border. Coming here legally needs to be a lot easier than coming here illegally. If you don't have that, you don't have the rule of law. We now have a national security consideration, public health issues, we have an epidemic of heroine overdoses in all places in this country because of the ease of bringing heroine in. We have to secure the border. It is a serious undertaking and yes, we do need more fencing and we do need to use technology, and we do need more border control. And we need to have better cooperation by the way with local law enforcement. There are 800,000 cops on the beat, they ought to be trained to be the eyes and ears for law enforcement for the threat against terror as well as for immigration. This is a serious challenge and if we can get it right, yes, we'll start winning votes again. The real problem isn't anybody on this stage, the real problem is Barack Obama has had six years to advocate a position to fix this and he's done nothing. The congress has funded these programs of building more fencing and doing all this and he hasn't done it. He wants to maintain it as a wedge issue and so does Hillary Clinton. Republicans need to fix it and when we do, we'll be better off.",Bush,Republican
5718,"Governor, thank you very much. So, Dr. Carson, you recently visited a refugee camp in Jordan and you deemed it your words, ""really quite nice."" Saying the people there didn't want to come to the United States. Do you think these camps are a long-term solution of the problem of Syrian refugees?",Blitzer,Republican
5719,"Well, it was very interesting having an opportunity to talk to the Syrians themselves. And I asked them: What do you want? What is your supreme desire? Their supreme desire was to be settled back in their own country. I said, ""What can Americans and other countries do?"" They said, ""Support the efforts of those who are trying to provide safety for us, including the Jordanians."" Of course, they had a brand new hospital, for instance, that was unstaffed because there wasn't enough money to do it. But here's what's really neat. If you go into Hasakah province in northeast Syria, that's an area that's as big as Lebanon. It's controlled by the Kurds, the Christians and the moderate Sunnis. And there are airstrips and hotels. You could settle a lot of people there. All we would have to do is be willing to provide them with some weaponry, some defensive weaponry. And we seem to be afraid to give the Kurds weaponry. We like to send it for some strange reason through Baghdad, and then they only get a tenth of it. And if we would support them, we'd have a perfect ideal there. We don't need to set this up as we either take a bunch of refugees who will be infiltrated with terrorists, I guarantee you. For them not to be would be terrorist malpractice. And we need to -- to choose the right choice, not these false choices.",Carson,Republican
5720,"Senator Paul, you oppose letting in Syrian refugees at this time into the United States. The U.S. has already accepted 2,000 Syrian refugees, including 13 living here in Las Vegas right now. Would you send them back? What would you do with these people?",Blitzer,Republican
5721,"You know, I think we need to set the record straight on this, because I think Marco misspoke about the bill. On the Gang of Eight bill, there was no provisions really for extra scrutiny or safety for refugees. At the time the bill came up, two Iraqi refugees came to my home town, Bowling Green, Kentucky. Their fingerprints were on a bomb from Iraq. They were in the database, but we didn't pick them up. We relocated them here, put them in government housing, got them on food stamps. And we began providing for them, but we didn't have adequate security. On the Gang of Eight bill, on Marco's bill, we had an opportunity. There was a conservative consensus for an amendment I put forward called Trust, But Verify that would have strengthened border security on both refugees, students and those coming here. And Marco sided and I guess was more sympathetic to Chuck Schumer and to the president than he was to conservative principles. But this goes directly to national defense. And if he wants to run as a national -- national defense conservative, he's got to explain why he hasn't stepped up to support border security.",Paul,Republican
5722,Senator Rubio?,Blitzer,Republican
5723,(APPLAUSE),AUDIENCE,Republican
5724,"Well, he's just admitted -- as he's just admitted, the reason why those refugees were allowed in was because they messed up in how they used the actual database. They should have know. They didn't because they didn't run the actual law as it exists now. It didn't work well. As far as the refugees are concerned, it's not that America doesn't want to accept refugees, Wolf. It's that we may not be able to, because this is an issue we have to be 100 percent right on. If we allow 9,999 Syrian refugees into the United States, and all of them are good people, but we allow one person in who's an ISIS killer -- we just get one person wrong, we've got a serious problem. And there is not a single person in the national defense apparatus of this country that can guarantee you are going to be 100 percent right. And that's why as president, I'll take this very seriously.",Rubio,Republican
5725,"Senator Paul, you didn't answer the question about the 2,000 Syrian refugees who are already here in the United States. Will you send them back or let them stay?",Blitzer,Republican
5726,"What my bill would do would be only for refugees going forward. So I haven't taken a position on sending anyone home. But I have taken the position that we have a lot of problems here in our country. And that one of the things that we do -- charity is about giving your own money. Charity isn't giving someone else's money. To put everyone in government housing and food stamps and bring them in from around the world I think is a mistake. To give of your own money, I've given to my church. My church has helped people that came from Bosnia. That's a good thing. But we shouldn't have a program where we just say that we're going to take care of the world's refugees. Nobody in the Middle East is doing anything. Saudi Arabia, Qatar, Kuwait -- all the Gulf nations are doing nothing. They need to step up and",Paul,Republican
5727,(CROSSTALK),CANDIDATES,Republican
5728,(APPLAUSE),AUDIENCE,Republican
5729,We have another -- we have another question. We have another question from Facebook. Let's listen.,Blitzer,Republican
5730,(VIDEO.START),OTHER,Republican
5731,"My name is Carla Hernandez. I'm from the University of Texas at Austin. And my question is directed to all the candidates. If the Bible clearly states that we need to embrace those in need and not fear, how can we justify not accepting refugees?",QUESTION,Republican
5732,(VIDEO.END),OTHER,Republican
5733,"Governor Christie, you say there should be a pause in allowing new refugees to come into the United States, including orphans under the age of five. What do you say to Carla?",Blitzer,Republican
5734,"What I say to Carla is that the first job of the president of the United States is to protect your safety and your security and the security and safety of your family. And this debate stops with me in the discussions with the FBI director. Now, listen, I'm a former federal prosecutor, I know Jim Comey. We've worked together. He was the U.S. attorney in Manhattan when I was a U.S. attorney in New Jersey. And when Jim Comey gets up before Congress and says, we cannot effectively vet these people, for me as president, that's the end of the conversation. We have to put America's security first.",Christie,Republican
5735,(APPLAUSE),AUDIENCE,Republican
5736,"The American people -- we on this stage need to open our ears. We need to open our ears. The American people are not whispering to us. They are screaming to us. And they're screaming to us that it's our job to actually make this government work. It's so dysfunctional under Barack Obama and Hillary Clinton. It's so ineffective. It's so ineffectual that the American people say, we don't trust them to do anything anymore. So I'm not going to let Syrian refugees, any Syrian refugees in this country. And it was widows and orphans, by the way, and we now know from watching the San Bernardino attack that women can commit heinous, heinous acts against humanity just the same as men can do it. And so I don't back away from that position for a minute. When the FBI director tells me that he can vet those people, then we'll consider it and not a moment before because your safety and security is what's most important to me.",Christie,Republican
5737,(APPLAUSE),AUDIENCE,Republican
5738,Governor Kasich.,Blitzer,Republican
5739,"You know, obviously, as president of the United States, we've got to keep the people safe. That's first and foremost. But as governor of Ohio, I have an obligation to keep the 11.5 million people in Ohio safe. And we have been very effective with our Joint Terrorism Task Force, being able to make busts. In fact, we just made one three-four weeks ago against a person who was favorable to ISIS living in Akron. But let me tell you what is interesting about the administration. We had Central American miners that were placed in Ohio, and we never knew a thing about it. We didn't know where they were. And, in fact, we know now that some of them, there is a case going on where some of them may have been human-trafficked. So when the administration tells me we have a great vetting process, the proof is in the pudding. They sent these miners to us. Our schools were disrupted. We didn't know where they were. And bad things happened to them. And now they tell me that we ought to be able to admit these Syrian refugees. So, Wolf, look, people have accused me at times of having too big of a heart. You know, that's OK. But I have to also to say I must keep the people of my state safe. So we take a pause.",Kasich,Republican
5740,"Thank you, Governor. There is much more coming up. We are only just beginning. Coming up, what other global hot spots await the next president of the United States.",Blitzer,Republican
5741,(APPLAUSE),AUDIENCE,Republican
5742,(COMMERCIAL),OTHER,Republican
5743,"Welcome back to the CNN-Facebook Republican Presidential Debate. We're here at the Venetian Las Vegas. Tonight we have been focusing on the Middle East, but let's turn to some other world threats that you will potentially face as Commander in Chief. Ms. Fiorina, candidates here have called the North Korean leader Kim Jong-Un a maniac who is mentally unstable. Last week he said he now has a hydrogen bomb. If you were elected president, what would you do about Kim Jong-Un?",Blitzer,Republican
5744,"Well, first, Kim Jong-Un is a dangerous leader, without a doubt. And both Republican and Democrat administrations have been completely ineffective in dealing with him. So we must continue to isolate him. We will need China as part of that strategy. China is a rising adversary. So one of the things we have to do if we want China's support is to push back on China. They, too, recognize one thing -- strength and their own economic interest. I have done business in China for 25 years, so I know that in order to get China to cooperate with us, we must first actually retaliate against their cyber-attacks so they know we're serious. We have to push back on their desire to control the trade route through the South China Sea through which flows $5 trillion worth of goods and services every year. We cannot let them control the disputed islands, and we must work with the Australians, the South Koreans, the Japanese and the Filipinos to contain China. And then we must ask for their support and their help with North Korea. Because believe it or not, China is as concerned about Kim Jong-Un as we are.",Fiorina,Republican
5745,"Dr. Carson, what would you do about Kim Jong-Un?",Blitzer,Republican
5746,"Well, I definitely believe that he is unstable, and I do, in fact, believe that China has a lot more influence with him than we do. But we also recognize that North Korea is in severe financial straits, and they have decided to use their resources to build their military, rather than to feed their people and to take care of the various humanitarian responsibilities that they have. We can capitalize upon that. You know, we should use our economic power in lots of different ways. I think we can use that in order to keep Putin contained, because he is a one-horse show. Energy. And we have an abundance of energy, but we have archaic energy exportation rules. We need to get rid of those, allow ourselves to really make Europe dependent on us and other parts of the world dependent on us for energy. Put him back in his little box where he belongs. And, you know, we need to be doing lots of other things with the resources that we have. So economic power works just as well as military power, perhaps even better. And speaking of that, our Military needs to be upgraded. You know, you look at things like our Ohio Class submarines, they're 25 years old. Our minuteman 3 missiles -- they are 34 years old. Our B-52 bombers -- 50 years old. You know, if we don't get the military right nothing else matters.",Carson,Republican
5747,"Thank you, Dr. Carson. Dana and Hugh you have questions as well.",Blitzer,Republican
5748,"Governor Christie, you've said if China launches a cyber- attack against the U.S. on your watch, ""they're going to see cyber- warfare like they have never seen before."" What exactly would that response look like?",Bash,Republican
5749,"Well, what it would like is, we have one of the great advantages of America being the open society that we are. It is, we are not hiding things from the American people, but China everyday is conducting business in a way that hides things from their people. So if they want to come in and attack all the personnel records in the federal government, which they've done, and which -- they now have my Social Security number and my fingerprints, as well as maybe some other folks' who are on this stage. The fact is, they need to be fought back on. And what we need to do is go at the things that they are most sensitive and most embarrassing to them; that they're hiding; get that information and put it out in public. Let the Chinese people start to digest how corrupt the Chinese government is; how they steal from the Chinese people; and how they're enriching oligarchs all throughout China. They need to understand that. And we need to take those type of steps. This president has seen personnel records of people who have sacrificed for the American people and for the federal government stolen by the Chinese and he's done nothing in return. This is why -- this is what I said at the beginning that this administration, Barack Obama and Hillary Clinton through their foreign policy, have betrayed the American people, because the weakness they've displayed has led to Putin's incursions in the Middle East and in eastern Europe, and has led -- has led to significant problems in the Middle East as well, and the death and murder of lots of folks.",Christie,Republican
5750,"Governor Bush, what you just heard from Governor Christie, are you concerned that that could really escalate with China, that they would retaliate? And, for example, as the NSA has said, attack the U.S. and maybe it's power grid, which the Chinese have the capability to do?",Bash,Republican
5751,"I completely agree with Chris. And this administration has been so lax. Think about it. Hillary Clinton is using a private server for -- where classified information go by. This is a -- this is a serious administration? The president receives an inspector general's report that the Office of Personnel Management could be hacked into; they had antiquated firewalls; 23 million files have been -- are in the hands of the Chinese allegedly, including, by the way, members of the press, it turns out, last week. Maybe that's the only part that's good news, so that you guys can get a feel for what it's like now to see this type of attack. This is something -- we have to have the best defensive capabilities. We need to coordinate all of our efforts with the private sector. We need to give them liability relief so that we can do that. And offensively, we need to have capabilities second to none. We need to create a situation where they know that there will be adverse impacts if they continue to do what they're doing. They'll respect that. They'll respect a United States that is serious about protecting our -- our infrastructure. If we don't do it, we'll continue to see what's -- exactly what's happening, not just from the Chinese, by the way. The Russians and rogue actors, including ISIS -- this is a serious part of the 21st century security challenge that we face.",Bush,Republican
5752,Mr.,Hewitt,Republican
5753,(APPLAUSE),AUDIENCE,Republican
5754,"... Dr. Carson just referenced the single most important job of the president, the command, the control and the care of our nuclear forces. And he mentioned the triad. The B-52s are older than I am. The missiles are old. The submarines are aging out. It's an executive order. It's a commander-in-chief decision. What's your priority among our nuclear triad?",Hewitt,Republican
5755,"Well, first of all, I think we need somebody absolutely that we can trust, who is totally responsible; who really knows what he or she is doing. That is so powerful and so important. And one of the things that I'm frankly most proud of is that in 2003, 2004, I was totally against going into Iraq because you're going to destabilize the Middle East. I called it. I called it very strongly. And it was very important. But we have to be extremely vigilant and extremely careful when it comes to nuclear. Nuclear changes the whole ball game. Frankly, I would have said get out of Syria; get out -- if we didn't have the power of weaponry today. The power is so massive that we can't just leave areas that 50 years ago or 75 years ago we wouldn't care. It was hand-to-hand combat. The biggest problem this world has today is not President Obama with global warming, which is inconceivable, this is what he's saying. The biggest problem we have is nuclear -- nuclear proliferation and having some maniac, having some madman go out and get a nuclear weapon. That's in my opinion, that is the single biggest problem that our country faces right now.",Trump,Republican
5756,"Of the three legs of the triad, though, do you have a priority? I want to go to Senator Rubio after that and ask him.",Hewitt,Republican
5757,"I think -- I think, for me, nuclear is just the power, the devastation is very important to me.",Trump,Republican
5758,"Senator Rubio, do you have a response?",Hewitt,Republican
5759,"I do. First, let's explain to people at home who the triad -- what the triad is. Maybe a lot of people haven't heard that terminology before. The triad is our ability of the United States to conduct nuclear attacks using airplanes, using missiles launched from silos or from the ground, and also from our nuclear subs' ability to attack. And it's important -- all three of them are critical. It gives us the ability at deterrence. Now, some have become more critical than others; for example, the submarines. And that's the Ohio Class submarine that needs to be modernized. The air component also needs to be modernized. The B-52, as someone earlier pointed out, is an outdated model that was flown by the grandparents of people that are flying it now. And we need a serious modernization program as well on our silo-launched missiles. All three are critical for the defense of the country.",Rubio,Republican
5760,"Thank you, Senator Rubio. Some of you on this stage have questioned whether your opponents have temperament, the right temperament, to be in control of the nuclear codes. Dana, you have a question on this?",Blitzer,Republican
5761,"Mr. Trump, just this weekend you said Senator Cruz is not qualified to be president because he doesn't have the right temperament and acted like a maniac when he arrived in the Senate. But last month you said you were open to naming Senator Cruz as your running mate.",Bash,Republican
5762,I did.,Trump,Republican
5763,So why would you be willing to put somebody who's a maniac one heartbeat away from the presidency?,Bash,Republican
5764,Let me just say that I have gotten to know him over the last three or four days. He has a wonderful temperament.,Trump,Republican
5765,(LAUGHTER),AUDIENCE,Republican
5766,He's just fine. Don't worry about it.,Trump,Republican
5767,(APPLAUSE),AUDIENCE,Republican
5768,"Okay. Senator Cruz. Senator Cruz, you have not been willing to attack Mr. Trump in public.",Bash,Republican
5769,You better not,Trump,Republican
5770,(LAUGHTER),AUDIENCE,Republican
5771,But you did question his judgment in having control of American's nuclear arsenal during a private meeting with supporters. Why are you willing to say things about him in private and not in public?,Bash,Republican
5772,"Dana, what I said in private is exactly what I'll say here, which is that the judgment that every voter is making of every one of us up here is who has the experience, who has the vision, who has the judgment to be commander in chief. That is the most important decision for the voters to make. That's a standard I'm held to. And it's a standard everyone else is held to. And I will note, you know, in the whole course of this discussion about our foreign policy threats, it actually illustrates the need for clarity of focus. You know, my daughters, Caroline and Catherine, came tonight. They're 7 and 5. And you think about the Los Angeles schools canceling their schools today. And every parent is wondering, how do we keep our kids safe? We need a commander in chief who does what Ronald Reagan did with communism, which is he set out a global strategy to defeat Soviet communism. And he directed all of",Cruz,Republican
5773,(CROSSTALK),CANDIDATES,Republican
5774,"I'm answering the question, Dana. He directed all of his forces to defeating communism. One of the things we've seen here is how easy it is for Barack Obama and Hillary Clinton to get distracted from dealing with radical Islamic terrorism. They won't even call it by its name. We need a president who stands up, number one, and says, we will defeat ISIS. And number two, says the greatest national security threat facing America is a nuclear Iran.",Cruz,Republican
5775,"Senator, senator, I just...",Bash,Republican
5776,And we need to be focused on defeating...,Cruz,Republican
5777,"Senator, a lot of people have seen...",Bash,Republican
5778,... defeating radical Islamic terrorists.,Cruz,Republican
5779,... a lot of people have seen these comments you made in private. I just want to clarify what you're saying right now is you do believe Mr. Trump has the judgment to be commander in chief?,Bash,Republican
5780,"What I'm saying, Dana, is that is a judgment for every voter to make. What I can tell you is all nine of the people here would make an infinitely better commander in chief than Barack Obama or Hillary Clinton.",Cruz,Republican
5781,(APPLAUSE),AUDIENCE,Republican
5782,"Thank you, senator. Thank you.",Blitzer,Republican
5783,"And there is a real danger, Dana, when people get distracted. I'm answering the question, Wolf. There's a real danger when people get distracted by peripheral issues. They get distracted by democracy building. They get distracted about military conflicts. We need to focus on defeating jihadism. ISIS and Iran have declared war on America, and we need a commander in chief who will do everything necessary to keep our children safe.",Cruz,Republican
5784,"Thank you, Senator.",Blitzer,Republican
5785,And I will do everything necessary to keep our children safe.,Cruz,Republican
5786,"Thank you, Senator. We're a month and a half away now from the first real test who will be the Republican presidential nominee. Hugh, you have a question?",Blitzer,Republican
5787,My listeners tell me again and again they are worried that Hillary Clinton will win the White House because you'll run as an independent. Are you ready to assure Republicans tonight that you will run as a Republican and abide by the decision of the Republicans?,Hewitt,Republican
5788,"I really am. I'll be honest, I really am.",Trump,Republican
5789,(APPLAUSE),AUDIENCE,Republican
5790,"I mean, the people have been putting",Trump,Republican
5791,(APPLAUSE),AUDIENCE,Republican
5792,I really am.,Trump,Republican
5793,(APPLAUSE),AUDIENCE,Republican
5794,"Dr. Carson, last week...",Hewitt,Republican
5795,Let me just. Can I just finish my...,Trump,Republican
5796,Please.,Hewitt,Republican
5797,"I've gained great respect for the Republican leadership. I've gained great respect for many -- and I'm going to even say -- I mean, in different forms for the people on the dais, in different forms.",Trump,Republican
5798,(LAUGHTER),AUDIENCE,Republican
5799,"In different forms. But I have great respect for the people I have met through this process. I've never done this process before. I've never been a politician. I mean, for the last six months I've been a politician. But I will tell you, I am totally committed to the Republican Party. I feel very honored to be the front runner.",Trump,Republican
5800,(APPLAUSE),AUDIENCE,Republican
5801,"And I think I'll do very well if I'm chosen. If I'm so fortunate to be chosen, I think I'll do very well. Polls have come out recently saying I would beat Hillary. I will do everything in my power to beat Hillary Clinton, I promise you.",Trump,Republican
5802,(APPLAUSE),AUDIENCE,Republican
5803,"Dr. Carson, Mr. Trump just committed to stay the distance regardless of the result. How about you?",Hewitt,Republican
5804,"Well, you know, the statement that I made last week, that I would leave the party was contingent upon whether in fact the party acts like they have in the past with a lot of subterfuge and dishonesty, or like they're going act now because I spike to Reince Priebus, and he assured me that the Washington Post writer had it all wrong, and that they're not be engaging in anything to thwart the will of the people. That's why I got into this race, as a member of we the people, to try bring some honesty and integrity back to the process.",Carson,Republican
5805,(APPLAUSE),AUDIENCE,Republican
5806,"All right. Candidates, we have more coming up. When we come back, everyone will have an opportunity to explain why this particular candidate, each of you on the stage, believes he or she should be the Republican presidential nominee.",Blitzer,Republican
5807,(APPLAUSE),AUDIENCE,Republican
5808,(COMMERCIAL),OTHER,Republican
5809,Now it's time for the closing statements from the candidates. Each one has 30 seconds. Senator Paul.,Blitzer,Republican
5810,"The greatest threat to our national security is our debt. We borrow a million dollars a minute. And whose fault is it? Well, frankly, it's both parties' fault. You have those on the right who clamor and say, oh, we will spend anything on the military, and those on the left who say the same for domestic welfare. But what most Americans don't realize is there is an unholy alliance. They come together. There's a secret handshake. We spend more money on everything. And we are not stronger nation if we go further into debt. We are not projecting power from bankruptcy court. To me, there is no greater threat than our debt. I'm the only fiscal conservative on the stage because I'm willing to hold the line on all spending. I hope you will consider me in the election. Thank you very much.",Paul,Republican
5811,(APPLAUSE),AUDIENCE,Republican
5812,Governor Kasich.,Blitzer,Republican
