text,class
"... you remember the -- the rumble? you remember the fire fighter with his arms around it? he sent a clear signal that the united states would be strong and fight islamic terrorism, and he did keep us safe.",1
"-- the governor's absolutely right. but we also need to reform medicare and social security. we can't just allow it to continue on its current path the way that hillary clinton wants to do because there'll be major reductions in benefits in the next decade if we do nothing. i have a concrete plan to do just that, which allows people to keep hsas to encourage savings, it allows for people that are retiring with social security to be able to get a minimum of 125 percent of the poverty level so that there is a baseline that in this generous country of ours no one goes below.",1
"may i? people are going back and forth here for 10 minutes here. there are people at high levels in this government who have bodyguards 24 hours a day, seven days a week. the average american does not have that, and deserves the right to be able to protect their family.",0
"yes. if you look back to iowa, ted did change his view and his stance on ethanol quite a bit. he did and -- at the end. not full on, but he did change his view in the hopes of maybe doing well. and you know, i think everybody knows that. it was a front page story all over the place, and he did make a change.",1
"i led the opposition to that war. secretary clinton voted for that. well, let's talk about judgment. let's talk about super pacs and 501(c)(4)s, money which is completely undisclosed. where does the money come from? do we really feel confident about a candidate saying that she's going to bring change in america when she is so dependent on big money interests? i don't think so.",0
"it's a country in which people choose to buy guns. i think half of the -- more than half of the people in my own state of vermont, my guess here in new hampshire, are gun owners. that's the right of people. but this is what i do believe. i believe that when we have some 300 million guns in this country, i believe that when we have seen these horrific mass killings, not only in san bernardino, but in colorado and movie theaters in colorado, i think we have got to bring together the vast majority of the people who do in fact believe in sensible gun safety regulations. for example, talking about polls, a poll recently came out, overwhelming majority of the american people say we should strengthen the instant background check. who denies that it is crazy...",0
"you know, i left my medical practice and ran for office because i was concerned about an $18 trillion debt. we borrow a million dollars a minute. now, on the floor of the congress, the washington establishment from both parties puts forward a bill that will explode the deficit. it allows president obama to borrow unlimited amounts of money. i will stand firm. i will spend every ounce of energy to stop it. i will begin tomorrow to filibuster it. and i ask everyone in america to call congress tomorrow and say enough is enough; no more debt.",1
"no one is tearing this up, we're going to go forward. but with the secretary neglected to mention, not just the 29 million still have no health insurance, that even more are underinsured with huge copayments and deductibles. tell me why we are spending almost three times more than the british, who guarantee health care to all of their people? fifty percent more than the french, more than the canadians. the vision from fdr and harry truman was health care for all people as a right in a cost-effective way. we're not going to tear up the affordable care act. i helped write it. but we are going to move on top of that to a medicaid-for-all system.",0
"and what i proposed -- and i had an amendment that was defeated -- it was defeated by a voice vote on the floor of the senate -- that said to those people on the top who benefited from wall street greed -- i said, ""you pay for the bailout. don't go to my constituents, who are struggling to make ends meet."" in terms of the auto bailout, of course that made sense. in terms of the stimulus package, of course that made sense, and i strongly supported president obama's position on that. but let us be clear, one of the major issues secretary clinton says i'm a one-issue person, well, i guess so. my one issue is trying to rebuild a disappearing middle class. that's my one issue.",0
"the reason -- the reason why in virtually every contest we are winning by very strong margins younger people -- and i'm not just talking about very young. you know, the older you get, the younger young gets -- 45 or younger -- is i think people are sensing that establishment politics and dependence on wall street and big money interest is really never going to address the crises that we face.",0
"so the issues like that, issues like that are planted to divide us. i think the simple fact of the matter is, and this is where i would agree with jeb, and i've been saying it all along, we need to give everybody a chance, treat everybody with respect, and let them share in this great american dream that we have, megan. so, look, i'm going to love my daughters, i'm going to love them no matter what they do. because, you know what,",1
"well, thank you for having us tonight. you know, this campaign has come a long way. it was just a few months ago there were 15 or 11 us on the stage and now it's narrowed and the votes are starting to count. and we have an incredible decision to make, not just about the direction of america, but the identity of our party and of the conservative movement. the time for games is over. i know you've had a lot of choices to make, but now it's time to narrow it down. and i'm asking you to get behind me, go on our web site and join you our effort, marcorubio.com, so we can bring an end to this silliness, this looniness, and once again re-embrace all the things that made america and the republican party the bearer of the conservative movement in this country.",1
"and, we 'ought to have the government ensure that you must -- and i don't use that term often, that government 'ought to do something, but every healthcare provider 'ought to publish its costs, its prices, its outcomes, because as patients we don't know what we're buying.",1
"i don't take money from the fossil fuel industry because they are destroying -- they are destroying this planet through their emissions of carbon and creating the terrible climate change that we are seeing. so i think it is true that i have served in congress for many years. but if you check my record, it is a record of strength for the environment, for workers, for seniors. unlike the secretary, i believe we should expand social security benefits. it is a record of achievement for veterans, working with republicans, helping to craft the most significant veterans healthcare bill passed in many decades. so i think the point is look at the record, and it's a record that i am proud of.",0
"...but somehow not have enough money -- not just for flint, the secretary is right. there are communities all over this country -- it's not just infrastructure, it is education. detroit's public school system is collapsing.",0
"you have to reform social security, and the simple way to do it is to make sure that the wealthiest don't receive the same benefits as people that are lower-income. and make sure you enhance savings in the private market. the idea of 401(k)s. i have a small business that i set up. it took -- it took an arm and a leg to be able to set up a 401(k). because of all the federal mandates and federal laws, it was too expensive. we need to incent private savings and make sure that social security is protected for those that have it.",1
"well, i would really appreciate that. first of all, yes, we've stolen. yes, we've lied to the american people about social security, and medicare. but, you know what we're not telling them? it's their money. this isn't the governments money. this is not entitlement, it's not welfare. this is money that people have confiscated out of their paychecks. everytime they got a paycheck, the government reached in and took something out of it before they ever saw it. now, we're going to blame the people. today congress decided to take another $150 billion dollars away from social security so they can borrow more money. that makes no sense to everybody. and, they're always going to say, ""well, we're going to fix this one day."" no their not. it's like a 400 pound man saying, ""i'm going to go on a diet, but i'm eating a sack of krispy kremes before i do."" and, people are sick of believing that the government is never going to really address this. but, let me tell you who not to blame. let's quit blaming the people on social security. let's quit making it a problem for them. it's like them getting mugged, and then us saying, well, we're going to mug you some more. you ought to just be able to get over it, get used to it...",1
"you know, i know to a lot of people in the media, this is just a great big game, and we're the players. and, we come out here, and we do our thing. and, sometimes we're held up in contempt by people who write columns, but, i guarantee you to every person on this stage there's something deep inside of us that would cause us to give up our livelihoods and step out on this stage and fight for the people of america. i've got five grandkids. i do not want to walk my five grandkids through the charred remains of a once great country called america, and say, ""here you go, $20 trillion dollars of debt. good luck making something out of this mess."" and, for those of us who are serious enough to run for president, think long and hard why we're here, and hopefully you'll know we're not here for ourselves. we honest to god are here to get this country back on track. i know this, i certainly am.",1
"look, i think that the president's decision to go after the chemical weapons once there was a potential opportunity to build on when the russians opened that door resulted in a very positive outcome. we were able to get the chemical weapons out. i know from my own experience as secretary of state that we were deeply worried about assad's forces using chemical weapons because it would have had not only a horrific affect on people in syria, but it could very well have affected the surrounding states, jordan, israel, lebanon, turkey. so getting those chemical weapons out was a big deal, but...",0
"anderson, i think there's lessons to be learned from benghazi. and those lessons are that we need to do a much better job as a nation of having human intelligence on the ground so that we know who the emerging next generation leaders are that are coming up to replace a dictator when his time on this planet ends. and i believe that's what chris stevens was trying to do. but he did not have the tools. we have failed as a country to invest in the human intelligence that would allow us to make not only better decisions in libya, but better decisions in syria today. and it's a huge national security failing.",0
"let me just conclude by saying that united farm workers considered that bill in their words the last best hope for farm workers and immigrants. they have proven to be right in the succeeding years. i only hope that we can put together a coalition to pass comprehensive immigration reform in the next congress. and as i said earlier, in 2006, senator sanders supported indefinite detention for people facing deportation...",0
"the issue here -- of course the agreement is a step forward, but you know agreements and i know agreements, there's a lot of paper there. we've got to get beyond paper right now. we have got to lead the world in transforming our energy system, not tomorrow, but yesterday.",0
"well, i was chairman for two years, and when i was chairman we did take action. what we did is pass a $15 billion dollar piece of legislation which brought in many, many new doctors, and nurses into the v.a. so that veterans in this country could get the health care when they needed it, and not be on long waiting lines. and, the other part of that legislation said that if a veteran is living more than 40 miles away from a v.a. facility, that veteran could get health care from the community health center, or the private sector. as a result of that legislation, we went further in than any time in recent history in improving health care for the men and women of this country who put their lives on the line to defend them.",0
"well, i don't really agree with president obama. i think i'm somewhere in the middle. what i want is i want a much better deal to be made because right now, cuba is making -- as usual with our country, we don't make good deal. we don't have our right people negotiating, we have people that don't have a clue. as an example, i heard recently where the threat was made that they want reparations for years of abuse by the united states, and nobody's talking about it and they'll end up signing a deal and then we'll get sued for $400 billion or $1 trillion. all that stuff has to be agreed to now. we don't want to get sued after the deal is made. so i don't agree with president obama, i do agree something should be -- should take place. after 50 years, it's enough time, folks. but we have to make a good deal and we have to get rid of all the litigation that's going to happen. this was just a little story but it was a big story to me because i said oh, here we go, we make a deal, then get sued for a tremendous amount of money for reparations. so i want to do something, but it's got to be done intelligently. we have to make good deal.",1
"let me just say this. wall street is perhaps the most powerful economic and political force in this country. you have companies like goldman sachs, who just recently paid a settlement fine with the federal government for $5 billion for defrauding investors. goldman sachs was one of those companies whose illegal activity helped destroy our economy and ruin the lives of millions of americans. but this is what a rigged economy and a corrupt campaign finance system and a broken criminal justice is about. these guys are so powerful that not one of the executives on wall street has been charged with anything after paying, in this case of goldman sachs, a $5 billion fine. kid gets caught with marijuana, that kid has a police record. a wall street executive destroys the economy, $5 billion settlement with the government, no criminal record. that is what power is about. that is what corruption is about. and that is what has to change in the united states of america.",0
"beyond that, though, jake, i intend to work to abolish the federal department of education and send education back to the states and back to the local governments. and let me say finally, the most important reform we can do in education after getting the federal government out of it, is expand school choice; expand charter schools and home schools and private schools and vouchers, and scholarships. and give every child -- african american, hispanic -- every child in need an opportunity to access to a quality education.",1
"the way you bring manufacturing back to america is, number one, you lift the regulations. as president, i will repeal obamacare, the biggest job-killer in america. i will pull back the federal regulators, the epa and all the regulators that are killing small businesses and manufacturing. and my tax plan, which is a very, very detailed plan on the website, tedcruz.org, is what's called border adjustable. we get rid of all the taxes. we get rid of the corporate income tax and the death tax and the obamacare taxes and the payroll tax. and we replace it with a 16 percent business flat tax that is border adjustable, which means all exports are entirely tax-free and all imports pay the 16 percent business flat tax. that's a 32 percent differential. what that will do, chris, is bring millions of manufacturing jobs back to this country, bring the steel industry back to this country, create an environment where when we compete on a fair and level playing field, american ingenuity can beat anyone. but right now, the federal government isn't giving us a level playing field.",1
"so they soybean sales from iowa, entire soybean production goes -- the equivalent of it goes to china. or how about boeing right here within a mile? do you think that the chinese, if they had a 45 percent tariff imposed on all their imports wouldn't retaliate and start buying airbus? of course, they would. this would be devastating for the economy. we need someone with a steady hand being president of the united states.",1
"well, i think secretary clinton knows that what she says is very disingenuous. i have a d-minus voting record from the nra. i was in 1988, there were three candidates running for congress in the state of vermont, i stood up to the gun lobby and came out and maintained the position that in this country we should not be selling military style assault weapons. i have supported from day one and instant background check to make certain that people who should have guns do not have guns. and that includes people of criminal backgrounds, people who are mentally unstable. i support what president obama is doing in terms of trying to close the gun show loop holes and i think it should be a federal crime if people act as dormant. we have seen in this city a horrendous tragedy of a crazed person praying with people in the coming up and shooting nine people. this should not be a political issue. what we should be doing is working together. and by the way, as a senator from a rural state that has virtually no gun control, i believe that i am in an excellent position to bring people together to fight the sensible...",0
"and, you miss-stated what i've said on entitlement reform. what i've said is for seniors we should make no changes whatsoever, for younger workers we should gradually raise the retirement age, we should have benefits grow more slowly, and we should allow them to keep a portion of their taxes in a personal account that they control, and can pass on to their kids...",1
"well, there is no question. i mean, it really is an outrage. and it just continues, the seven-and-a-half years of unbelievable obstructionism we have seen from these right-wing republicans. i mean, a third-grader in america understands the president of the united states has the right to nominate individuals to the u.s. supreme court. apparently everybody understands that except the republicans in congress.",0
"... people all over this country -- not you, secretary clinton -- are shouting at each other. and what we need to do is bring people together to work on the agreement where there is broad consensus and that's what i intend to do.",0
"yeah, sure. and, i don't disagree with ending congress' retirement program. i'm a governor, i don't have a retirement program in my state, and i don't disagree with that. but, here's the news to the american people, he's complaining about the lying and stealing. the lying and stealing has already occurred. the trust fund is filled with iou's. we can't fix the problem just by ending congress's retirement, that's worth about, ""this"" much. we need to go at the fundamental problem, and the fundamental problem is that this system is broken. it has been stolen from. we have been lied to,",1
"ok. so i will say this, though, hugh was giving me name after name, arab name, arab name, and there are few people anywhere, anywhere that would have known those names. i think he was reading them off a sheet. and frankly i will have -- and i told him, i will have the finest team that anybody has put together and we will solve a lot of problems. you know, right now they know a lot and look at what is happening. the world is blowing up around us. we will have great teams and great people.",1
"well, i -- i don't accept that premise, chuck. i think that we've got so much business we have to do. we've talked a lot tonight about what we're against -- we're against income inequality. we're against the abuses of powerful interests. we're against a lot of things. i'm for a lot of things. i don't want to just stop bad things from happening, i want to start good things from happening. and i believe, if i'm so fortunate to get the nomination, i will begin to work immediately on putting together an agenda, beginning to talk with members of congress and others about how we can push forward. i want to have half a billion more solar panels deployed, the first four years.",0
"well, listen, unlike donald, i would not support banning firearms. in that instance, bill clinton banned many of the most popular firearms in america. and by the way, the study showed that ban did nothing to reduce violent crime. it just took away the second amendment rights of law-abiding citizens.",1
"... do you know that in 1960 detroit michigan was one of the wealthiest cities in america? flint, michigan was a prosperous city, but then what happened is corporate america said why do i want to pay somebody in michigan a living wage when i can pay slave wages in mexico or china? we're going to shut down, we're going to move abroad, we're going to bring those products back into this country. those trade policies, as much as any other set of policies, has resulted in the shrinking of the american middle class. and, i'll tell you what else it did. it's not only job loss by the millions, it is the race to the bottom so that new jobs in manufacturing, in some cases today, pay 50 percent less than they did 20 years ago. how stupid is that trade policy?",0
"..we should've given big chunks to the people that lost their arms, their legs, and their families, and their sons, and daughters, because right now, you know who has a lot of that oil? iran, and isis.",1
"i think what we've got to do is move as aggressively as we can to normalize relations with iran. understanding that iran's behavior in so many ways is something that we disagree with; their support terrorism, the anti-american rhetoric that we're hearing from of their leadership is something that is not acceptable. on the other hand, the fact that we've managed to reach an agreement, something that i've very strongly supported that prevents iran from getting a nuclear weapon and we did that without going to war. and that i believe we're seeing a fall in our relationships with iran is a very positive step. so if your question is, do i want to see that relationship become more positive in the future? yes. can i tell that we should open an embassy in tehran tomorrow? no, i don't think we should. but i think the goal has go to be as we've done with cuba, to move in warm relations with a very powerful and important country in this world.",0
"well, you know, a general election is different than a primary and caucus process. but let me just say this. in terms of where we are right now, as you mention, rachel, in a number of national and state, including new hampshire. for example, the last poll i saw -- there may have been a new one -- last one i saw here in new hampshire, a battleground state, had me defeating trump by 19; the secretary defeating him by one. there were also pretty large margins in iowa and wisconsin. these are polls. polls go up. polls go down. but here's why i think i will be, if nominated, the strongest candidate. democrats win when there is a large voter turnout; when people are excited; when working people, middle class people and young people are prepared to engage in the political process. republicans win when people are demoralized and you have a small voter turnout, which by the way is why they love voter suppression. i believe that our campaign up to now has shown that we can create an enormous amount of enthusiasm from working people, from young people, who will get involved in the political process and which will drive us to a very large voter turnout. if there is a large voter turnout, not only do we retain the white house, but i think we regain the senate. we win governors' chairs up and down the line. so i believe if you want to retain the white house, if you want to see democrats do well across the board, i think our campaign is the one that creates the large voter turnout and helps us win.",0
"(inaudible), the great majority of republicans and americans believe in a hopeful future. they don't believe in building walls and a pessimistic view of the future. they're concerned that washington is so dysfunctional it is holding them back. there are lids on people's aspirations. think about it: six and a half million people working part-time. workforce participation rates lower than they were in 1977. six million more people living in poverty than the day that barack obama got elected president, and the left just wants more of the same. we have to offer a compelling alternative that is based on hope and optimism and grounded in serious policy, which i've laid out. and you can go get it at jeb2016.com.",1
"you know, i think it is a little bit -- it is a little bit -- look, what happened at sandy hook, what happened in michigan, what has happened far too often all over this country is a terrible, terrible tragedy, and we have got to do everything we can, as i mentioned a moment ago, to end these mass killings. but, as i understand what your question is -- and, you're not the only person whose heart was broken. i know, i was there in the senate when we learned about this killing. it is almost unspeakable to talk about some lunatic walking into a -- i mean; it is hard to even talk about it. we all feel that way. but it, as i understand it, anderson, and maybe i'm wrong, what you're really talking about is people saying let's end gun manufacturing in america. that's the implications of that, and i don't agree with that.",0
"vladimir putin is exploiting that weakness, for purposes of edging the americans out as the most important geopolitical power broker in the region. and we do have a vested interest. and here's why. because all those radical terrorist groups that, by the way, are not just in syria and in iraq, isis is now in libya. they are a significant presence in libya, and in afghanistan, and a growing presence in pakistan. soon they will be in turkey. they will try jordan. they will try saudi arabia. they are coming to us. they recruit americans using social media. and they don't hate us simply because we support israel. they hate us because of our values. they hate us because our girls go to school. they hate us because women drive in the united states. either they win or we win, and we had better take this risk seriously, it is not going away on its own.",1
"...because we know their honesty and integrity has done so much for the american people. look, we live in a democracy, and i'm not in the last person to deny that government is failing in many respects. but at the end of the day, i will trust the people to create a government that works for them, rather than wall street or corporate america.",0
i am in this race as a democrat. i have raised millions of dollars for my colleagues in the united states senate to help them get elected. i will do everything i can to open the democratic party to the young people who are flocking into our political campaign.,0
"well, what i have said is that when you get i believe it is $225,000 for giving a speech, and she gave several speeches to goldman sachs, one of the wall street financial institutions whose greed and illegal behavior helped destroy our economy a number of years ago, when you get paid $225,000, that means that that speech must have been an extraordinarily wonderful speech.",0
"stop -- and stop playing -- and carly -- carly, listen. you can interrupt everybody else on this stage, you're not going to interrupt me, ok? the fact is that we don't want to hear about your careers, back and forth and volleying back and forth about who did well and who did poorly. you're both successful people. congratulations. you know who's not successful? the middle class in this country who's getting plowed over by barack obama and hillary clinton. let's start talking about those issues tonight and stop this childish back-and-forth between the two of you.",1
"no, listen. this is an issue that -- that we've gotta talk about, and we haven't talked about yet. 71 percent of all federal spending is on entitlements and debt service. when john kennedy was elected president in 1960, it was 26 percent. harvard and dartmouth says that social security's going to go insolvent in seven to eight years. so what i say is very simple. we need to save this program for the good people out there who have paid into the system and need it. and if that means making sure that folks like donald and many of us on the stage don't get it, that's the right thing to do because here's what hillary clinton is going to want to do. she's going to want to put more money into a system that has already lied to us and stolen from us. this government doesn't need more money to make social security solvent. we need to be not paying out benefits to people who don't really need it. we need to protect the people who social security means the difference between picking between heat and rent and food. that's why i put out the proposal and that's the people i'm trying",1
"well, first of all, when we talk about the import export bank, it's time to clean up corporate welfare. if we're gonna reform welfare for poor people, we ought to reform it for rich people, as well. secondly, in our state, we went from a loss of 350,000 jobs to, now, a gain of 347,000 jobs to the positive. our wages are growing faster than the national average, and i've cut taxes more than any sitting governor in this state -- $5 billion, including no taxes on small business and killing the death tax. i want to go back to what we were talking about earlier, this budget deal in washington. this is the same old stuff since i left. you spend the money today and then you hope you're going to save money tomorrow. i don't know if people understand, but i spent a lifetime with my colleagues getting us to a federal balanced budget. we actually did it. and i have a road map and a plan right now to get us to balance. reforming entitlements, cutting taxes. you see, because if you really want to get to a balanced budget, you need to reduce your expenses and you need to grow your economy. so what i will tell you about our incentives -- our incentives are tight, and at the end of the day we make sure that we gain more from the creation of jobs than what we lose. and you know what? ohio, one of the best growing places in the country -- i not only did it in washington, i did it in ohio, and i'll go back to washington, and there will be no more silly deals...",1
"well, what we have to stop and think about is that we have weakened ourselves militarily to such an extent that if affects all of our military policies. our navy is at its smallest size since 1917; our air force, since 1940. in recent testimony, the commandant of the marine corps said half of the non-deployed units were not ready and you know, the sequester is cutting the heart out of our personnel. our generals are retiring because they don't want to be part of this, and at the same time, our enemies are increasing. our -- our friends can't trust us anymore. you know, ukraine was a nuclear-armed state. they gave away their nuclear arms with the understanding that we would protect them. we won't even give them offensive weapons. you know, we turned our back on israel, our ally. you know, in a situation like that, of course obama's not going to be able to do anything. i would shore up our military first, because if you don't get the military right, nothing else is going to work.",1
"well, once again, if we're going to argue about the '90s, let's try to get the facts straight. that bill had a lot of provisions that unfortunately were stripped out by george w. bush, by republican governors. and i disagreed with the way it was applied. and i have a very clear set of ideas about what should be done to try to provide more support, including trying to cut poverty in half in the next years. but if we are going to talk about the '90s, let's talk about 23 million new jobs, incomes went up for everybody. the median african- american income went up 33 percent at the end of the '90s and we lifted more people out of poverty than at any other time in recent history. so we were on the right path. more jobs, rising incomes.",0
a lot of money from wall street and from the fossil fuel industry. i am doing it a different way. i have 5 million individual contributors who have gone to berniesanders.com to make a $27 contribution. i don't take money from the fossil fuel industry.,0
"well, let's understand that when we talk about syria, you're talking about a quagmire in a quagmire. you're talking about groups of people trying to overthrow assad, other groups of people fighting isis. you're talking about people who are fighting isis using their guns to overthrow assad, and vice versa. i'm the former chairman of the senate veterans committee, and in that capacity i learned a very powerful lesson about the cost of war, and i will do everything that i can to make sure that the united states does not get involved in another quagmire like we did in iraq, the worst foreign policy blunder in the history of this country. we should be putting together a coalition of arab countries who should be leading the effort. we should be supportive, but i do not support american ground troops in syria.",0
"look we have a law -- look, you know, i -- i appreciate the senator's advocacy. we have a law. it was passed. it was signed by president obama. it lays out a process that you go through to determine whether a systemic risk is posed. and by the way, president obama signed that, pushed it through, even though he took donations from wall street, because he's a responsible president. so we have a law in place. if the circumstances warrant it, i will certainly use it. and from what you say, i know you will as well. but that is not enough. and i keep going back to this because part of the reason the wall street guys are trying so hard to stop me -- the hedge fund guys, the shadow banking guys -- is because i've got their number on all of that. and my plan goes so much further to try to prevent the problems of the future. you know, we can't just fight the last war. we've got to be prepared to stop these guys if they ever try to use their economic power once again, to hurt the economy, and to hurt so many americans. and my plan, paul krugman, barney frank, a lot of experts who understand what the new challenges might be, have said i am exactly on point, and the wall street guys actually know that.",0
"you know, i am by my nature impatient. and this is not an endeavor that rewards that. you gotta be patient. you gotta be -- stick with it, and all that. but also, i can't fake anger. i believe this is still the most extraordinary country on the face of the earth. and it troubles me that people are rewarded for tearing down our country. it's never been that way in american politics before. i can't do it. i just don't believe that this country's days are going to be deeply -- you know, going down. i think we're on the verge of the greatest time, and i want to fix the things to let people rise up.",1
"first of all, jeb, i am very happy that you denied that, and i appreciate that very much. he is a true gentleman. he really is. one thing he did say, and i mean that. the one thing he did say about me, however, was my tone. and i also understand that. but when you have people that are cutting christians' heads off, when you have a world that the border and at so many places, that it is medieval times, we've never -- it almost has to be as bad as it ever was in terms of the violence and the horror, we don't have time for tone.",1
"well, i'll tell you who is on my side. paul krugman, the nobel prize winning economist, who said my plan for what we should do to reign in wall street was more comprehensive and better. paul volcker, one of the leading lights of trying to reign in the excesses, has also said he does not support reinstating glass-steagall. so, i mean this may seem like a bit of an arcane discussion. i have nothing against the passion that my two friends here have about reinstating glass-steagall. i just don't think it would get the job done. i'm all about making sure we actually get results for whatever we do.",0
"in terms of -- you know, mitt romney's a great guy, but he doesn't determine my strategy. the fact of the matter is i'm running for president because i worked hard to fix this country when i was in washington as the chairman of the budget committee where we had some of the most significant job growth after we balanced the budget. we had wages going up, it was very successful in ohio. our wages grow faster than the national average. we're up over 400,000 jobs. we paid down, back in the old days, they paid down half a trillion dollars of the national debt. it's a formula that works. and, i believe that formula will work when i return to washington as the president. and, by the way, i won't need on the job training because i know how to do all of this, and within the first 100 days i will have a plan that will pass the congress",1
"not only -- not only do i apologize to secretary clinton -- and i hope we can work together on an independent investigation from day one -- i want to apologize to my supporters. this is not the type of campaign that we run. and if i find anybody else involved in this, they will also be fired.",0
"well, first let me address the tax issue because it's related to the entitlement issue and i want to thank you for holding a substantive debates where we can have debates about these key issues on taxes.",1
"...the other thing i'd like to make about our plan, one more point, it is the most pro growth tax plan that i can imagine because it doesn't tax investments at all. you know why? because the more you tax something, the less of it you get. i want to be in -- i want america to be the best...",1
"well, obviously, you don't understand my views on homosexuality. i believe that our constitution protects everybody, regardless of their sexual orientation or any other aspect. i also believe that marriage is between one man and one woman. and there is no reason that you can't be perfectly fair to the gay community. they shouldn't automatically assume that because you believe that marriage is between one man and one woman that you are a homophobe. and this is one of the myths that the left perpetrates on our society, and this is how they frighten people and get people to shut up. you know, that's what the pc culture is all about, and it's destroying this nation. the fact of the matter is we the american people are not each other's enemies, it's those people who are trying to divide us who are the enemies. and we need to make that very clear to everybody.",1
"and i think -- and i think we bring together that broad coalition, including russia, to help us destroy isis. and work on a timetable to get rid of assad, hopefully through democratic elections. first priority, destroy isis.",0
"i would listen to the generals, but i'm hearing numbers of 20,000 to 30,000. we have to knock them out fast. look, we're not allowed to fight. we can't fight. we're not knocking out the oil because they don't want to create environmental pollution up in the air. i mean, these are things that nobody even believes. they think we're kidding. they didn't want to knock out the oil because of what it's going to do to the carbon footprint. we don't fight like we used to fight. we used to fight to win. now we fight for no reason whatsoever. we don't even know what we're doing.",1
we don't need an apprentice in the white house. we have one right now. he told us all the things we wanted to hear back in 2008. we don't know who you are or where you're going. we need someone who can actually get the job done. and you talked about business.,1
"and i have said and i will say again, i will be happy to release anything i have as long as everybody else does too, because what really is behind that question, republicans and democrats, is where i can stand up to wall street. well, let's have some facts instead of some rhetoric for a change. i went to wall street when i was a united states senator. i told them they were wrecking the economy. i asked for a moratorium on foreclosures. i asked that we do more to try to prevent what i worried was going to happen. i also called for closing loopholes including the carried interest loophole. i also called for changes in ceo pay. i have a record. and you know what, if you were going to be in some way distrusted or dismissed about whether you can take on wall street if you ever took money, president obama took more money from wall street in the 2008 campaign than anybody ever had. and when it came time to stand up to wall street, he passed and signed the toughest regulation since the great depression with the dodd-frank regulations.",0
"well, all i can say is that given the terrible pressures that the auto industry was under and that the middle class of this state and ohio and indiana and illinois and wisconsin and missouri and other places in the midwest were facing, i think it was the right decision to heed what president-elect obama asked us to do. he sent a letter, an authorized letter, asking us to support that to save the auto industry. yes, were there things in it that you and i would not have necessarily wanted? that's true. but when it came down to it, you were either for saving the auto industry or you were against it. i voted to save the auto industry. and i am very glad that i did.",0
"now, you destroy isis in a coalition. you get joint intelligence with our european friends. and then here at home, there are things called the joint terrorism task force, headed by the fbi, and made up of local law enforcement, including state police. they need the tools. and the tools involve encryption where we cannot hear what they're even planning. and when we see red flags, a father, a mother, a neighbor who says we have got a problem here, then we have to give law enforcement the ability to listen so they can disrupt these terrorist attacks before they occur. we can do this, but we've got to get moving. pay me now or pay me a lot more later. this is the direction we need to go.",1
"i stood yesterday with 75 construction workers. they're tough, they're strong, they're great people. half of them had tears pouring down their face. they were watching the humiliation of our young ten sailors, sitting on the floor with their knees in a begging position, their hands up. and iranian wise guys having guns to their heads. it was a terrible sight. a terrible sight. and the only reason we got them back is because we owed them with a stupid deal, $150 billion. if i'm president, there won't be stupid deals anymore. we will make america great again. we will win on everything we do. thank you.",1
"well, karen, i do agree that we have to end the revolving door. i strongly support a piece of legislation from senator tammy baldwin that would do just that. and i will be looking for people who will put the interests of consumers first, who will do more to try to make sure main street flourishes. and i will very much reach out and ask for advice as to who should be appointed, including to senator warren and many of my other former colleagues in the senate. but i think it's important also to look at what we want to accomplish. you know, in the debates we've had -- maybe this is the seventh or so -- senator sanders is always criticizing the two recent democratic presidents -- president clinton and president obama. and that's fine, but i wish he would criticize and join me in criticizing george w. bush, who i think wrecked the economy and created the conditions for the great recession. you know, at the end of the '90s, we had 23 million new jobs. incomes went up for everybody. we were talking earlier about what needs to be done for latinos and african americans. well, we were doing it by the end of the '90s. median family income went up 17 percent. for minorities, it went up even more. along came the republicans, trickle-down economics -- one of the worst ideas since snake oil -- was put back into place. and we ended up with the great recession. president obama had to rescue the economy. and i don't think he gets the credit he deserves for doing that.",0
"finally -- i'm sorry, that was second, lester. and third and finally, we need a new agenda for america's cities. we have not had a new agenda for america's cities since jimmy carter. we need a new agenda for america cities that will invest in the talents and skills in our people, that will invest in cbvg transportation, infrastructure and transit options, and make our cities the leading edge in this move to a redesigned built clean green energy future that will employ our people.",0
